[5158:0903/135914.430953:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.478888:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135915.481891:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.495402:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.573: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.574: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.574: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.
[5158:0903/135915.613849:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.637358:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
hook_thread_proc [101]: Could not set thread priority 49 for thread 0x7F0AE41936C0!
[fleetcomm] global PTT hooks active
[5236:0903/135915.966378:WARNING:media/audio/linux/audio_manager_linux.cc:53] Falling back to ALSA for audio output. PulseAudio is not available or could not be initialized.
[5158:0903/135917.314640:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135917.314699:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135917.314729:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135917.314747:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5188:0903/135920.062525:WARNING:media/gpu/vaapi/vaapi_wrapper.cc:1660] drmGetDevices2() has not found any devices
[5188:0903/135920.066549:WARNING:sandbox/policy/linux/sandbox_linux.cc:405] InitializeSandbox() called with multiple threads in process gpu-process.
[5188:0903/135920.070751:WARNING:ui/gfx/linux/gbm_support_x11.cc:48] dri3 extension not supported.
[5158:0903/135922.911192:INFO:CONSOLE:3227] "[AUTOTEST] connected-tuned-to-nothing=true nets-tuned=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3227)
[5158:0903/135925.135742:INFO:CONSOLE:3365] "[AUTOTEST] splitter=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.135770:INFO:CONSOLE:3365] "[AUTOTEST] acct-scroll=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.135808:INFO:CONSOLE:3365] "[AUTOTEST] theme-inputs=10", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.135840:INFO:CONSOLE:3365] "[AUTOTEST] edit-gated-without-token=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.137290:INFO:CONSOLE:3365] "[AUTOTEST] tree-order=COMMAND NET@0 | EMERGENCY NET@0 | UEES TIBER@0 | TIBER BRIDGE@1 | TIBER TACTICAL@1 | TIBER DAMAGE CONTROL@1 | TIBER SECURITY@1 | TIBER ENGINEERING@1 | TIBER MEDICAL@1 | TIBER LOGISTICS@1 | TIBER DECK@1 | UEENS MINERVA@0 | MINERVA BRIDGE@1 | MINERVA TACTICAL@1 | MINERVA DAMAGE CONTROL@1 | MINERVA SECURITY@1 | MINERVA ENGINEERING@1 | MINERVA MEDICAL@1 | MINERVA LOGISTICS@1 | MINERVA DECK@1 | UEES OLYMPIA@0 | OLYMPIA BRIDGE@1 | OLYMPIA TACTICAL@1 | OLYMPIA DAMAGE CONTROL@1 | OLYMPIA SECURITY@1 | OLYMPIA ENGINEERING@1 | OLYMPIA MEDICAL@1 | OLYMPIA LOGISTICS@1 | UEES WARRIOR@0 | WARRIOR BRIDGE@1 | WARRIOR TACTICAL@1 | WARRIOR DAMAGE CONTROL@1 | WARRIOR SECURITY@1 | WARRIOR ENGINEERING@1 | WARRIOR MEDICAL@1 | WARRIOR LOGISTICS@1 | WARRIOR DECK@1 | 51ST SKR MARINES@0 | REAPER-1@1 | REAPER-2@1 | IF-55 WARDOGS@0 | ALPHA SQUADRON@1 | BRAVO SQUADRON@1 | MG-212@0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.137327:INFO:CONSOLE:3365] "[AUTOTEST] tree-rows-vs-nets=44/44", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.137485:INFO:CONSOLE:3365] "[AUTOTEST] titlebar-dark=#090f16 vs bezel #090F16", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.150769:INFO:CONSOLE:3365] "[AUTOTEST] titlebar-light=#eae3d1 vs bezel #EAE3D1", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.162343:INFO:CONSOLE:3365] "[AUTOTEST] titlebar-custom=#402030 (set #402030)", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.169836:INFO:CONSOLE:3365] "[AUTOTEST] overlay-box-beside-auth=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.169901:INFO:CONSOLE:3365] "[AUTOTEST] overlay-buttons=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.169929:INFO:CONSOLE:3365] "[AUTOTEST] overlay-edit-follows-shown=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.170041:INFO:CONSOLE:3365] "[AUTOTEST] row-height-px=95", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.170072:INFO:CONSOLE:3365] "[AUTOTEST] nest-indent-px=28", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.170148:INFO:CONSOLE:3365] "[AUTOTEST] clip-target=0.18", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.170172:INFO:CONSOLE:3365] "[AUTOTEST] soundboard-always-shipwide=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.178891:INFO:CONSOLE:3365] "[AUTOTEST] denied-row-shows-restricted=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.178938:INFO:CONSOLE:3365] "[AUTOTEST] denied-row-hides-tune=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.196758:INFO:CONSOLE:3365] "[AUTOTEST] sys-width-at-1400=948px of 948px  overflow=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.197466:INFO:CONSOLE:3365] "[AUTOTEST] sys-width-at-1000=548px of 548px  overflow=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.198367:INFO:CONSOLE:3365] "[AUTOTEST] sys-width-at-700=248px of 248px  overflow=145", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.198425:INFO:CONSOLE:3365] "[AUTOTEST] acct-note-text="Leave this alone unless sign-in is broken and you have been told to ch"", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.198457:INFO:CONSOLE:3365] "[AUTOTEST] acct-under-advanced=ADVANCED — RECOVERY", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.202708:INFO:CONSOLE:3365] "[AUTOTEST] font-loaded=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.202771:INFO:CONSOLE:3365] "[AUTOTEST] font-display-loaded=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.202802:INFO:CONSOLE:3365] "[AUTOTEST] font-prose-loaded=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.202848:INFO:CONSOLE:3365] "[AUTOTEST] font-mono-loaded=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.204972:INFO:CONSOLE:3365] "[AUTOTEST] body-font=Newsreader", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.205781:INFO:CONSOLE:3365] "[AUTOTEST] body-size=15.5px", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.210833:INFO:CONSOLE:3365] "[AUTOTEST] elements-under-10px=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.530834:INFO:CONSOLE:3241] "[AUTOTEST] fx=heavy chains=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3241)
[5158:0903/135925.557622:INFO:CONSOLE:3365] "[AUTOTEST] ship-name-at-300px="UEES TIBER" clipped=false shown≈158px need=158px", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.557681:INFO:CONSOLE:3365] "[AUTOTEST] ship-row-wraps=wrap", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.557756:INFO:CONSOLE:3365] "[AUTOTEST] pan-slider-visible=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.557787:INFO:CONSOLE:3365] "[AUTOTEST] pan-overflow-px=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.557809:INFO:CONSOLE:3365] "[AUTOTEST] srow-overflow-px=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.578888:INFO:CONSOLE:3365] "[AUTOTEST] ship-is-group=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.578966:INFO:CONSOLE:3365] "[AUTOTEST] ship-has-lsnall=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.578996:INFO:CONSOLE:3365] "[AUTOTEST] ship-has-txall=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579048:INFO:CONSOLE:3365] "[AUTOTEST] ship-has-no-tune=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579156:INFO:CONSOLE:3365] "[AUTOTEST] name-bigger-than-freq=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579194:INFO:CONSOLE:3365] "[AUTOTEST] rows-not-draggable-at-rest=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579670:INFO:CONSOLE:3365] "[AUTOTEST] grip-arms-drag=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579764:INFO:CONSOLE:3365] "[AUTOTEST] release-disarms-drag=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.579926:INFO:CONSOLE:3365] "[AUTOTEST] nest-escape-refused=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580037:INFO:CONSOLE:3365] "[AUTOTEST] sibling-reorder-allowed=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580169:INFO:CONSOLE:3365] "[AUTOTEST] ptt-unbound-flagged=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580205:INFO:CONSOLE:3365] "[AUTOTEST] ptt-btn-flagged=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580239:INFO:CONSOLE:3365] "[AUTOTEST] ptt-bound-clears=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580265:INFO:CONSOLE:3365] "[AUTOTEST] sys-key-label=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.580312:INFO:CONSOLE:3365] "[AUTOTEST] device-pickers=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.591752:INFO:CONSOLE:3365] "[AUTOTEST] bind-clears-to-unbound=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.591832:INFO:CONSOLE:3365] "[AUTOTEST] bind-clear-persisted=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.591887:INFO:CONSOLE:3365] "[AUTOTEST] bind-badge-reads-set-key=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.601842:INFO:CONSOLE:3365] "[AUTOTEST] bind-esc-keeps-old-key=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.601883:INFO:CONSOLE:3365] "[AUTOTEST] bind-listen-chrome-cleared=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.604441:INFO:CONSOLE:3365] "[AUTOTEST] fx-dial-custom=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.604487:INFO:CONSOLE:3365] "[AUTOTEST] fx-dial-between-anchors=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.606813:INFO:CONSOLE:3365] "[AUTOTEST] fx-preset-snaps-dial=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.606869:INFO:CONSOLE:3365] "[AUTOTEST] cam-page-present=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607135:INFO:CONSOLE:3365] "[AUTOTEST] cam-codec-roundtrip=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607236:INFO:CONSOLE:3365] "[AUTOTEST] ship-state-rows=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607325:INFO:CONSOLE:3365] "[AUTOTEST] sb-no-local-monitor=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607367:INFO:CONSOLE:3365] "[AUTOTEST] upd-busy-shown=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607398:INFO:CONSOLE:3365] "[AUTOTEST] upd-busy-cleared=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607574:INFO:CONSOLE:3365] "[AUTOTEST] upd-ack-shown=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607603:INFO:CONSOLE:3365] "[AUTOTEST] upd-ack-text=v0.0.1  →  v1.4.1", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.607762:INFO:CONSOLE:3365] "[AUTOTEST] upd-ack-cleared=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.608858:INFO:CONSOLE:3365] "[AUTOTEST] ship-row-says-1mc=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.608918:INFO:CONSOLE:3365] "[AUTOTEST] comms-chat-present=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.609365:INFO:CONSOLE:3365] "[AUTOTEST] comms-chat-resizable=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.611753:INFO:CONSOLE:3365] "[AUTOTEST] comms-chat-mirrors=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.611866:INFO:CONSOLE:3365] "[AUTOTEST] sndlib-shown-for-command=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.611901:INFO:CONSOLE:3365] "[AUTOTEST] sndlib-hidden-without-command=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.612764:INFO:CONSOLE:433] "[pad] detected "T.16000M (Vendor: 044f Product: b10a)" key=T.16000M (Vendor: 044f Product: b10a) buttons=3 axes=0 mapping=undefined focus=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (433)
[5158:0903/135925.613058:INFO:CONSOLE:449] "[pad] T.16000M (Vendor: 044f Product: b10a) b2 DOWN focus=true capturing=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (449)
[5158:0903/135925.613103:INFO:CONSOLE:457] "[pad] raw T.16000M (Vendor: 044f Product: b10a) btn=[2:1.0] axes=[] ts=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (457)
[5158:0903/135925.632051:INFO:CONSOLE:3365] "[AUTOTEST] pad-captures-bind=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.632133:INFO:CONSOLE:449] "[pad] T.16000M (Vendor: 044f Product: b10a) b2 up focus=true capturing=false", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (449)
[5158:0903/135925.632185:INFO:CONSOLE:449] "[pad] T.16000M (Vendor: 044f Product: b10a) b2 DOWN focus=true capturing=false", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (449)
[5158:0903/135925.640729:INFO:CONSOLE:449] "[pad] T.16000M (Vendor: 044f Product: b10a) b2 up focus=true capturing=false", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (449)
[5158:0903/135925.641666:INFO:CONSOLE:3365] "[AUTOTEST] pad-drives-ptt=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.653300:INFO:CONSOLE:3365] "[AUTOTEST] mic-reopen=skipped(no-mic-here)", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.653380:INFO:CONSOLE:3365] "[AUTOTEST] mastervol-drives-bus=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.653437:INFO:CONSOLE:3365] "[AUTOTEST] sbvol-independent=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.718275:INFO:CONSOLE:3365] "[AUTOTEST] untuned-bind-idle=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.719078:INFO:CONSOLE:3365] "[AUTOTEST] bind-chirps=skipped(no-mic)", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.733648:INFO:CONSOLE:3365] "[AUTOTEST] gkey-repeat-filtered=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.739793:INFO:CONSOLE:3365] "[AUTOTEST] cam-wall-columns=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.740187:INFO:CONSOLE:3365] "[AUTOTEST] cam-wall-2x2=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.740250:INFO:CONSOLE:3365] "[AUTOTEST] cam-tile-clips-scanband=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135925.740589:INFO:CONSOLE:3365] "[AUTOTEST] tut-opens=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135926.090917:INFO:CONSOLE:3365] "[AUTOTEST] tut-spotlights-board=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135927.754957:INFO:CONSOLE:3365] "[AUTOTEST] tut-ptt-step=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135927.755084:INFO:CONSOLE:3365] "[AUTOTEST] tut-skip-persists=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
